L (GM/ID=W/ID (GM/ID=12)),W/ID,
4e-08,0.07857399409577567,
6e-08,0.08691548140144842,
8e-08,0.10313880649608252,
1e-07,0.12016594490679638,
1.2e-07,0.1385661550733705,
1.4e-07,0.15768890312982975,
1.6e-07,0.17741928900472534,
1.8e-07,0.1975809109277461,
2e-07,0.2174001540713533,
2.2e-07,0.23684770600329427,
2.4e-07,0.2564001553577766,
2.6e-07,0.27569073368798414,
2.8e-07,0.2954417239252112,
3e-07,0.31562771492551356,
3.2e-07,0.33622405642144837,
3.4e-07,0.3572076989666804,
3.6e-07,0.3785312184632621,
3.8e-07,0.3997178776950467,
4e-07,0.42097459670609855,
4.2e-07,0.4417324458002925,
4.4e-07,0.46269757217389323,
4.6e-07,0.4834969091092145,
4.8e-07,0.5044497885054086,
5e-07,0.5255561139475716,
5.2e-07,0.547127015818636,
5.4e-07,0.5687278387253781,
5.6e-07,0.5903576613170379,
5.8e-07,0.6120162249499014,
6e-07,0.6337032415982069,
6.2e-07,0.6554184047999471,
6.4e-07,0.6771613964949886,
6.6e-07,0.6989318913004224,
6.8e-07,0.7207295591932329,
7e-07,0.7425540672091507,
7.2e-07,0.7644050805390893,
7.4e-07,0.7862822632611608,
7.6e-07,0.8081852788558028,
7.8e-07,0.8301137905944691,
8e-07,0.8520674618565223,
8.2e-07,0.8740459564065036,
8.4e-07,0.8960489386499646,
8.6e-07,0.9180760738775905,
8.8e-07,0.940127028502133,
9e-07,0.962201470289718,
9.2e-07,0.9842990685854962,
9.4e-07,1.006419494532658,
9.6e-07,1.0285624212836992,
9.8e-07,1.050727524202596,
1e-06,1.0729144810568474,
1.02e-06,1.0944587532988481,
1.04e-06,1.1160169335929562,
1.06e-06,1.137591431307786,
1.08e-06,1.1591818841423434,
1.1e-06,1.1807879463121191,
1.12e-06,1.2024092871069176,
1.14e-06,1.2240455896170819,
1.16e-06,1.2456965496060708,
1.18e-06,1.2673618745104858,
1.2e-06,1.289041282551247,
1.22e-06,1.310734501941832,
1.24e-06,1.3324412701814072,
1.26e-06,1.3541613334223128,
1.28e-06,1.3758944459028046,
1.3e-06,1.397640369437104,
1.32e-06,1.4193988729558866,
1.34e-06,1.441169732091228,
1.36e-06,1.4629527288008042,
1.38e-06,1.4847476510267934,
1.4e-06,1.5065542923854716,
1.42e-06,1.5283724518841095,
1.44e-06,1.5502019336620427,
1.46e-06,1.5720425467533574,
1.48e-06,1.5938941048686928,
1.5e-06,1.6157564261943012,
1.52e-06,1.637629333206369,
1.54e-06,1.6595126524991708,
1.56e-06,1.6814062146255002,
1.58e-06,1.7033098539482603,
1.6e-06,1.7252234085020195,
1.62e-06,1.7471467198636301,
1.64e-06,1.769079633031029,
1.66e-06,1.7910219963093827,
1.68e-06,1.8129736612040428,
1.7e-06,1.8349344823195666,
1.72e-06,1.856904317264326,
