L (GM/ID=W/ID (GM/ID=10)),W/ID,
4e-08,0.04559908544642612,
6e-08,0.05334198428154874,
8e-08,0.06333817105189213,
1e-07,0.07414144204241994,
1.2e-07,0.08620598851634838,
1.4e-07,0.09860007333981714,
1.6e-07,0.11126740727273736,
1.8e-07,0.1242130682509927,
2e-07,0.1372439208276166,
2.2e-07,0.14986907959261517,
2.4e-07,0.1625266241761541,
2.6e-07,0.17517415944142753,
2.8e-07,0.1880839568203548,
3e-07,0.2012406338491303,
3.2e-07,0.21462914038160638,
3.4e-07,0.2282353074298038,
3.6e-07,0.24204610349529346,
3.8e-07,0.2559786330310048,
4e-07,0.26977826794271315,
4.2e-07,0.2834220807471736,
4.4e-07,0.29707180962410157,
4.6e-07,0.31083181199074505,
4.8e-07,0.32469611185028513,
5e-07,0.33857114034677344,
5.2e-07,0.35297250161589994,
5.4e-07,0.3673901658628901,
5.6e-07,0.38182270882450137,
5.8e-07,0.39627022507274673,
6e-07,0.41073275944202703,
6.2e-07,0.4252103168626144,
6.4e-07,0.4397028697861585,
6.6e-07,0.45421036391775255,
6.8e-07,0.4687327227338321,
7e-07,0.4832698511115668,
7.2e-07,0.4978216382943854,
7.4e-07,0.5123879603511371,
7.6e-07,0.5269686822412647,
7.8e-07,0.5415636595676759,
8e-07,0.5561727400777666,
8.2e-07,0.570795764958212,
8.4e-07,0.5854325699585446,
8.6e-07,0.6000829863708899,
8.8e-07,0.6147468418875559,
9e-07,0.6294239613540148,
9.2e-07,0.6441141674315461,
9.4e-07,0.6588172811814023,
9.6e-07,0.6735331225803657,
9.8e-07,0.6882615109760641,
1e-06,0.703002265489174,
1.02e-06,0.7175143947597326,
1.04e-06,0.7320365423910157,
1.06e-06,0.7465695054506483,
1.08e-06,0.761113068646978,
1.1e-06,0.7756670230724861,
1.12e-06,0.7902311658660095,
1.14e-06,0.8048052999051474,
1.16e-06,0.8193892335254624,
1.18e-06,0.8339827802634823,
1.2e-06,0.8485857586207871,
1.22e-06,0.8631979918469527,
1.24e-06,0.877819307739178,
1.26e-06,0.8924495384568837,
1.28e-06,0.9070885203496687,
1.3e-06,0.9217360937971982,
1.32e-06,0.9363921030598462,
1.34e-06,0.9510563961389898,
1.36e-06,0.9657288246459752,
1.38e-06,0.9804092436789879,
1.4e-06,0.9950975117070041,
1.42e-06,1.009793490460226,
1.44e-06,1.0244970448264024,
1.46e-06,1.0392080427525097,
1.48e-06,1.0539263551513613,
1.5e-06,1.0685755894283337,
1.52e-06,1.0831660757080885,
1.54e-06,1.097760889414088,
1.56e-06,1.1123599656766465,
1.58e-06,1.1269632407735568,
1.6e-06,1.1415706521047648,
1.62e-06,1.1561821381683102,
1.64e-06,1.1707976385372336,
1.66e-06,1.1854170938375006,
1.68e-06,1.2000404457267204,
1.7e-06,1.2146676368736364,
1.72e-06,1.2292986109383153,
1.74e-06,1.2439333125529468,
1.76e-06,1.2585716873031931,
1.78e-06,1.273213681710118,
1.8e-06,1.2878592432125162,
1.82e-06,1.3025083201497485,
1.84e-06,1.3171608617449586,
1.86e-06,1.3318168180886971,
1.88e-06,1.346476140122874,
1.9e-06,1.3610406151741374,
1.92e-06,1.3755794866365412,
1.94e-06,1.3901204367697526,
1.96e-06,1.4046634428489067,
1.98e-06,1.4192084822945727,
2e-06,1.4337555326809313,
2.02e-06,1.4483045717432272,
2.04e-06,1.4628555773845524,
2.06e-06,1.4774085276819735,
2.08e-06,1.491963400892083,
2.1e-06,1.5065201754559856,
2.12e-06,1.5210788300037519,
2.14e-06,1.5356393433583928,
2.16e-06,1.550201694539374,
2.18e-06,1.564765862765703,
2.2e-06,1.5793318274585872,
2.22e-06,1.5938995682437729,
2.24e-06,1.6084690649534827,
2.26e-06,1.6230402976280525,
2.28e-06,1.6376132465172548,
2.3e-06,1.6521878920813469,
2.32e-06,1.6667642149918571,
2.34e-06,1.6813421961321053,
2.36e-06,1.6959218165975196,
2.38e-06,1.710503057695729,
2.4e-06,1.7250859009464619,
2.42e-06,1.739670328081259,
2.44e-06,1.7542563210430293,
2.46e-06,1.7688438619854372,
2.48e-06,1.783432933272153,
2.5e-06,1.7980235174759684,
2.52e-06,1.81261559737778,
2.54e-06,1.8272091559654908,
2.56e-06,1.8418041764327686,
2.58e-06,1.8564006421777353,
2.6e-06,1.8709985368015716,
2.62e-06,1.88559784410702,
2.64e-06,1.9001985480968473,
2.66e-06,1.9148006329722107,
2.68e-06,1.9294040831309904,
2.7e-06,1.944008883166057,
2.72e-06,1.958615017863491,
2.74e-06,1.9732224722007659,
2.76e-06,1.987831231344888,
2.78e-06,2.0024412806505123,
2.8e-06,2.017052605658004,
2.82e-06,2.031665192091521,
2.84e-06,2.046279025857022,
2.86e-06,2.060894093040306,
2.88e-06,2.0755103799049928,
2.9e-06,2.0901278728905233,
2.92e-06,2.104746558610145,
2.94e-06,2.1193664238488696,
2.96e-06,2.1339874555614537,
2.98e-06,2.148609640870359,
3e-06,2.1632329670637396,
3.02e-06,2.17785742159338,
3.04e-06,2.1924829920726916,
3.06e-06,2.2071096662746803,
3.08e-06,2.221737432129941,
3.1e-06,2.236366277724631,
3.12e-06,2.250996191298512,
3.14e-06,2.265627161242913,
3.16e-06,2.280259176098793,
3.18e-06,2.2948922245547574,
3.2e-06,2.309526295445135,
3.22e-06,2.324161377748014,
3.24e-06,2.3387974605833346,
3.26e-06,2.3534345332109967,
3.28e-06,2.3680725850289575,
3.3e-06,2.382711605571369,
3.32e-06,2.3973515845067346,
3.34e-06,2.4119925116360434,
3.36e-06,2.4266343768910015,
3.38e-06,2.441277170332195,
3.4e-06,2.4558892153864735,
