L (GM/ID=W/ID (GM/ID=3)),W/ID,
4e-08,0.005503396314337877,
6e-08,0.006787720235015115,
8e-08,0.007952746269220613,
1e-07,0.00917958783632769,
1.2e-07,0.010458164791565378,
1.4e-07,0.011729777287459324,
1.6e-07,0.012973264521202713,
1.8e-07,0.014180616859118221,
2e-07,0.015347003922972972,
2.2e-07,0.01647061435290886,
2.4e-07,0.01755285250713037,
2.6e-07,0.018731715434989027,
2.8e-07,0.019915476702272786,
3e-07,0.02110433272495078,
3.2e-07,0.022299086625018755,
3.4e-07,0.023499764947768554,
3.6e-07,0.024706316480660694,
3.8e-07,0.025918632577881025,
4e-07,0.02713656403318316,
4.2e-07,0.028359934378629638,
4.4e-07,0.029588550034918993,
4.6e-07,0.030822207889294163,
4.8e-07,0.03206070085657632,
5e-07,0.03330382189694112,
5.2e-07,0.034453294301990886,
5.4e-07,0.03559522818509055,
5.6e-07,0.03673112454658462,
5.8e-07,0.037861368425166186,
6e-07,0.038986313085632975,
6.2e-07,0.040106283058070784,
6.4e-07,0.04122016908110337,
6.6e-07,0.04232739387744834,
6.8e-07,0.043430372414036224,
7e-07,0.04452934559625925,
7.2e-07,0.045624536191000084,
7.4e-07,0.04671615047282754,
7.6e-07,0.04780437970203932,
7.8e-07,0.04888872765027194,
8e-07,0.04996894100286938,
8.2e-07,0.05104625387972051,
8.4e-07,0.052120810080214804,
8.6e-07,0.05319274378363559,
8.8e-07,0.054262180342751015,
9e-07,0.05532737286956051,
9.2e-07,0.056386463019000424,
9.4e-07,0.05744337037364573,
9.6e-07,0.05849819244928022,
9.8e-07,0.05955102083089291,
1e-06,0.06060194162242844,
1.02e-06,0.06177272601780442,
1.04e-06,0.06294416049402754,
1.06e-06,0.06411573747584408,
1.08e-06,0.06528745345410641,
1.1e-06,0.06645930483943516,
1.12e-06,0.0676312879934362,
1.14e-06,0.06880339925479595,
1.16e-06,0.06997563496101802,
1.18e-06,0.07114799146645426,
1.2e-06,0.07232046515718044,
1.22e-06,0.07349305246319011,
1.24e-06,0.07466574986830428,
1.26e-06,0.07583855391814114,
1.28e-06,0.07701146122643428,
1.3e-06,0.07818446847995408,
1.32e-06,0.07935757244223847,
1.34e-06,0.08053076995632118,
1.36e-06,0.08170405794660879,
1.38e-06,0.0828774334200438,
1.4e-06,0.08405089346666507,
1.42e-06,0.08522443525966547,
1.44e-06,0.08639805605502858,
1.46e-06,0.08757175319081915,
1.48e-06,0.08874552408618552,
1.5e-06,0.08991936624012875,
1.52e-06,0.0910932772300831,
1.54e-06,0.09226725471034435,
1.56e-06,0.09344129641038197,
1.58e-06,0.09461540013306065,
1.6e-06,0.0957895637527949,
1.62e-06,0.09696378521365862,
1.64e-06,0.09813806252746587,
1.66e-06,0.09931239377183429,
1.68e-06,0.10048677708824996,
1.7e-06,0.10166121068013692,
1.72e-06,0.10283569281094374,
1.74e-06,0.10401022180225256,
1.76e-06,0.10518479603191769,
1.78e-06,0.10635941393223634,
1.8e-06,0.10753407398815737,
1.82e-06,0.1087087747355284,
1.84e-06,0.10988351475938841,
1.86e-06,0.1110582926922992,
1.88e-06,0.11223310721272658,
1.9e-06,0.11340795704346399,
1.92e-06,0.11458284095010413,
1.94e-06,0.11575775773955647,
1.96e-06,0.11693270625860941,
1.98e-06,0.11810768539254056,
2e-06,0.11928269406377026,
2.02e-06,0.1204577312305603,
2.04e-06,0.1216327958857566,
2.06e-06,0.1228078870555745,
2.08e-06,0.12398300379842506,
2.1e-06,0.12515814520378427,
2.12e-06,0.12633331039109988,
2.14e-06,0.12750849850873763,
2.16e-06,0.12868370873296572,
2.18e-06,0.12985894026697578,
2.2e-06,0.13103419233993685,
2.22e-06,0.13220946420608676,
2.24e-06,0.13338475514385573,
2.26e-06,0.13456006445501897,
2.28e-06,0.13573539146388539,
2.3e-06,0.13691073551651137,
2.32e-06,0.13808609597994648,
2.34e-06,0.13926147224150465,
2.36e-06,0.14043686370806527,
2.38e-06,0.14161226980539565,
2.4e-06,0.14278768997750238,
2.42e-06,0.14396312368600434,
2.44e-06,0.14513857040952918,
2.46e-06,0.14631399743652024,
2.48e-06,0.14748931589171113,
2.5e-06,0.14866464677840965,
2.52e-06,0.14983998961855316,
2.54e-06,0.15101534394887195,
2.56e-06,0.15219070932039497,
2.58e-06,0.15336608529796877,
2.6e-06,0.15454147145979746,
2.62e-06,0.15571686739699822,
2.64e-06,0.1568922727131723,
2.66e-06,0.15806768702399232,
2.68e-06,0.15924310995680527,
2.7e-06,0.16041854115024742,
2.72e-06,0.16159398025387547,
2.74e-06,0.16276942692780974,
2.76e-06,0.16394488084238998,
2.78e-06,0.16512034167784542,
2.8e-06,0.16629580912397246,
2.82e-06,0.1674712828798275,
2.84e-06,0.16864676265343054,
2.86e-06,0.169822248161476,
2.88e-06,0.17099773912905808,
2.9e-06,0.17217323528940096,
2.92e-06,0.1733487363836026,
2.94e-06,0.1745242421603858,
2.96e-06,0.17569975237585797,
2.98e-06,0.1768752667932779,
3e-06,0.17805075065227616,
3.02e-06,0.1792262106998491,
3.04e-06,0.18040167609779356,
3.06e-06,0.1815771466027226,
3.08e-06,0.18275262197803713,
3.1e-06,0.1839281019937218,
3.12e-06,0.18510358642614788,
3.14e-06,0.18627907505787886,
3.16e-06,0.18745456767748897,
3.18e-06,0.18863006407938165,
3.2e-06,0.18980556406361856,
3.22e-06,0.19098106743575025,
3.24e-06,0.1921565740066561,
3.26e-06,0.19333208359238624,
3.28e-06,0.1945075960140108,
3.3e-06,0.19568311109747383,
3.32e-06,0.19685862867344936,
3.34e-06,0.19803414857720697,
3.36e-06,0.19920967064847697,
3.38e-06,0.20038519473132124,
3.4e-06,0.2015607206740111,
3.42e-06,0.20273624832890427,
3.44e-06,0.2039117775523294,
3.46e-06,0.2050873082044728,
3.48e-06,0.2062628401492676,
3.5e-06,0.20743837325429054,
3.52e-06,0.2086139073906552,
3.54e-06,0.20978944243291658,
3.56e-06,0.2109649782589708,
3.58e-06,0.21214051474996423,
3.6e-06,0.21331605179020113,
3.62e-06,0.2144915892670573,
3.64e-06,0.21566712707089433,
3.66e-06,0.2168426650949743,
3.68e-06,0.21801820323538515,
3.7e-06,0.21919374139095965,
3.72e-06,0.22036927946319834,
3.74e-06,0.22154481735620005,
3.76e-06,0.2227203549765902,
3.78e-06,0.22389589223345088,
3.8e-06,0.22507142903825414,
3.82e-06,0.22624696530479851,
3.84e-06,0.22742250094914584,
3.86e-06,0.22859803588956112,
3.88e-06,0.22977357004644888,
3.9e-06,0.2309491033423032,
3.92e-06,0.23212463570164613,
3.94e-06,0.23330016705097734,
3.96e-06,0.23447569731871604,
3.98e-06,0.2356512264351567,
4e-06,0.23682675433241795,
4.02e-06,0.23800228094438833,
4.04e-06,0.2391778062066889,
4.06e-06,0.2403533300566208,
4.08e-06,0.24152885243312538,
4.1e-06,0.2427043732767374,
4.12e-06,0.24387989252954764,
4.14e-06,0.2450554101351585,
4.16e-06,0.24623092603864938,
4.18e-06,0.24740644018653316,
4.2e-06,0.24858195252672324,
4.22e-06,0.24975746300849477,
4.24e-06,0.2509329715824521,
4.26e-06,0.2521084782004921,
4.28e-06,0.2532839828157728,
4.3e-06,0.25445948538267865,
4.32e-06,0.25563498585679467,
4.34e-06,0.2568104841948693,
4.36e-06,0.2579859803547888,
4.38e-06,0.2591614742955469,
4.4e-06,0.26033696597721784,
4.42e-06,0.261512455360927,
4.44e-06,0.26268794240882765,
4.46e-06,0.26386342708407173,
4.48e-06,0.2650389093507876,
4.5e-06,0.26621438917405177,
4.52e-06,0.26738986651986935,
4.54e-06,0.2685653413551488,
4.56e-06,0.2697408136476795,
4.58e-06,0.2709162833661079,
4.6e-06,0.2720917504799209,
4.62e-06,0.27326721495942075,
4.64e-06,0.27444267677570494,
4.66e-06,0.27561813590065176,
4.68e-06,0.2767935923068915,
4.7e-06,0.27796904596779765,
4.72e-06,0.27914449685746134,
4.74e-06,0.2803199449506807,
4.76e-06,0.28149539022293385,
4.78e-06,0.28267083265037196,
4.8e-06,0.28384627220979736,
4.82e-06,0.28502170887864764,
4.84e-06,0.28619714263498225,
4.86e-06,0.28737257345746525,
4.88e-06,0.2885480013253521,
4.9e-06,0.2897234262184759,
4.92e-06,0.29089884811723005,
4.94e-06,0.29207426700255634,
4.96e-06,0.29324968285593395,
4.98e-06,0.29442509565936315,
5e-06,0.295600505395354,
