L (GM/ID=ID/W (GM/ID=10)),ID/W,
1.8e-07,28.154690624212442,
2e-07,25.36791833100161,
2.2e-07,23.07174069621408,
2.4e-07,21.13965529746003,
2.6e-07,19.453120655106666,
2.8e-07,17.98419364801396,
3e-07,16.699994354307307,
3.2e-07,15.57056787123084,
3.4e-07,14.570754376143249,
3.6e-07,13.680033748161769,
3.8e-07,12.881806300527062,
4e-07,12.162621749336774,
4.2e-07,11.511513063258844,
4.4e-07,10.92437183292292,
4.6e-07,10.394665778902723,
4.8e-07,9.922315686396862,
5e-07,9.488947982645008,
6e-07,7.767461589874144,
7e-07,6.54909411742022,
8e-07,5.642813493579271,
9e-07,4.960839836846913,
1e-06,4.4336549510543035,
1.2e-06,3.652818996971186,
1.4e-06,3.1020736618018647,
1.6e-06,2.6933797705167803,
1.8e-06,2.378648287463155,
2e-06,2.1298387406172528,
2.2e-06,1.9295824872786966,
2.4e-06,1.7655245683027168,
2.6e-06,1.627543012568725,
2.8e-06,1.5095378202533425,
3e-06,1.4074707294949156,
3.2e-06,1.318320867625949,
3.4e-06,1.2397841149094828,
3.6e-06,1.1702022458816768,
3.8e-06,1.1080641549235144,
4e-06,1.052190718733952,
4.2e-06,1.0016798759720649,
4.4e-06,0.9557947868996456,
4.6e-06,0.9139276831435994,
4.8e-06,0.8755728033502449,
5e-06,0.8403058602045159,
