L (GM/ID=ID/W (GM/ID=4)),ID/W,
1.8e-07,47.00572935230389,
2e-07,39.42414428094348,
2.2e-07,34.18166254120716,
2.4e-07,30.300585767410354,
2.6e-07,27.282211322583183,
2.8e-07,24.855699739470914,
3e-07,22.854911898412336,
3.2e-07,21.171580941720155,
3.4e-07,19.732060083351836,
3.6e-07,18.484416387447954,
3.8e-07,17.390897419161064,
4e-07,16.423338143278617,
4.2e-07,15.560252591072608,
4.4e-07,14.7849305908425,
4.6e-07,14.084155675558726,
4.8e-07,13.447319090098205,
5e-07,12.865793478289213,
6e-07,10.576527562373201,
7e-07,8.9722815350239,
8e-07,7.783791882779115,
9e-07,6.867748195395857,
1e-06,6.140292994469053,
1.2e-06,5.058903409317875,
1.4e-06,4.294794475783933,
1.6e-06,3.7271773592111948,
1.8e-06,3.2895204165166847,
2e-06,2.9421732231544224,
2.2e-06,2.6600544003027036,
2.4e-06,2.4265370203277508,
2.6e-06,2.230172530074649,
2.8e-06,2.0628264979360744,
3e-06,1.918564299195555,
3.2e-06,1.7929571946925091,
3.4e-06,1.6826349222218142,
3.6e-06,1.5849884797468818,
3.8e-06,1.49796748428946,
4e-06,1.419938822369942,
4.2e-06,1.3495860396895225,
4.4e-06,1.2858364244402722,
4.6e-06,1.2278072979337706,
4.8e-06,1.1747658695642966,
5e-06,1.126098828829914,
