L (GM/ID=ID/W (GM/ID=21)),ID/W,
1.8e-07,1.1373630300744246,
2e-07,1.039336367875481,
2.2e-07,0.9400694526442365,
2.4e-07,0.8636303380033103,
2.6e-07,0.7995200882306482,
2.8e-07,0.7397995128162055,
3e-07,0.6853863663175822,
3.2e-07,0.6360699660217387,
3.4e-07,0.5913311607360343,
3.6e-07,0.5506247319801861,
3.8e-07,0.5171752347214291,
4e-07,0.4890377307616273,
4.2e-07,0.4631704654162344,
4.4e-07,0.4394256251437461,
4.6e-07,0.41752696055144417,
4.8e-07,0.39725507281267286,
5e-07,0.3784318248340226,
6e-07,0.30149093849884234,
7e-07,0.25121375017382663,
8e-07,0.21676125520797557,
9e-07,0.18938796338864278,
1e-06,0.16728957819214327,
1.2e-06,0.13458112377481102,
1.4e-06,0.11482250296393291,
1.6e-06,0.09975902369517493,
1.8e-06,0.08800233842402032,
2e-06,0.0786111994425999,
2.2e-06,0.07095925115835872,
2.4e-06,0.06461741151051366,
2.6e-06,0.05927770200847955,
2.8e-06,0.05472731851132946,
3e-06,0.050807433359089875,
3.2e-06,0.04739801037571462,
3.4e-06,0.044407199787632336,
3.6e-06,0.04176363090419807,
3.8e-06,0.03956327509396572,
4e-06,0.037600037007076925,
4.2e-06,0.03582129487723473,
4.4e-06,0.03420232643125689,
4.6e-06,0.03271920646835348,
4.8e-06,0.03135678460884427,
5e-06,0.03010248313441757,
