L (GM/ID=ID/W (GM/ID=7)),ID/W,
1.8e-07,19.377771397160235,
2e-07,15.974345150850679,
2.2e-07,13.660831566173533,
2.4e-07,11.978411394106903,
2.6e-07,10.689263762971189,
2.8e-07,9.664977467762709,
3e-07,8.828581750557774,
3.2e-07,8.130886546587403,
3.4e-07,7.540614056784182,
3.6e-07,7.032425509936187,
3.8e-07,6.589639781070228,
4e-07,6.19993679294387,
4.2e-07,5.853997395181689,
4.4e-07,5.544625812815664,
4.6e-07,5.266165785893803,
4.8e-07,5.014101421945519,
5e-07,4.784777665602527,
6e-07,3.894467696817252,
7e-07,3.2785637734495268,
8e-07,2.8272570664757977,
9e-07,2.4833342035538193,
1e-06,2.2119764809056366,
1.2e-06,1.8116884589504219,
1.4e-06,1.531240834786124,
1.6e-06,1.324286877291731,
1.8e-06,1.1655612761570375,
2e-06,1.0401346176061341,
2.2e-06,0.9386301651399589,
2.4e-06,0.8548693155323263,
2.6e-06,0.7846197232995715,
2.8e-06,0.7248876720774965,
3e-06,0.6735060553340712,
3.2e-06,0.6288994104197589,
3.4e-06,0.5897757565517293,
3.6e-06,0.5551907558359981,
3.8e-06,0.5244039100353026,
4e-06,0.49682660009827423,
4.2e-06,0.4719852030674235,
4.4e-06,0.4494944281982029,
4.6e-06,0.42903772172932503,
4.8e-06,0.4103526512654176,
5e-06,0.3932198566088879,
