L (GM/ID=ID/W (GM/ID=13)),ID/W,
1.8e-07,5.128392492282506,
2e-07,4.209553344595425,
2.2e-07,3.587420218349192,
2.4e-07,3.132743524305004,
2.6e-07,2.785179643054812,
2.8e-07,2.5098305917183334,
3e-07,2.2854925028698374,
3.2e-07,2.098625659022116,
3.4e-07,1.9401911574558508,
3.6e-07,1.8039172981833937,
3.8e-07,1.6853054461914478,
4e-07,1.581035373437637,
4.2e-07,1.4901689030184944,
4.4e-07,1.4110589042489734,
4.6e-07,1.3398478711907518,
4.8e-07,1.2753761705534183,
5e-07,1.2167084678195081,
6e-07,0.9878134033849714,
7e-07,0.8295945282738109,
8e-07,0.7137260024047237,
9e-07,0.6253184175240146,
1e-06,0.5557358281236537,
1.2e-06,0.4534411623397665,
1.4e-06,0.38207768477827947,
1.6e-06,0.3296112147699155,
1.8e-06,0.28950097582164264,
2e-06,0.25789401876696705,
2.2e-06,0.23237775906492428,
2.4e-06,0.21136702828987375,
2.6e-06,0.19377887745140304,
2.8e-06,0.17885904481623294,
3e-06,0.16614442466075494,
3.2e-06,0.15513461118166494,
3.4e-06,0.14547826208263964,
3.6e-06,0.1369423172824993,
3.8e-06,0.1293440010936585,
4e-06,0.12253801260229243,
4.2e-06,0.11640743002234838,
4.4e-06,0.11085713343997533,
4.6e-06,0.105808970167877,
4.8e-06,0.10119814807363843,
5e-06,0.09697050861307077,
